id,documento,tipo_persona
74461,26328-1473,VECINO
74462,74439-9260,VECINO
74463,98006-2491,NO_RELACIONADO
74464,41849-9565,PADRE
74465,89252-9170,EGRESADO
74466,70830-2941,PADRE
74467,74086-1061,NO_RELACIONADO
74468,53335-6489,VECINO
74469,21330-7243,EGRESADO
74470,09476-2234,NO_RELACIONADO
74471,20308-1904,EMPLEADO
74472,93858-4525,PADRE
74473,99510-2943,VECINO
74474,43465-6665,EGRESADO
74475,87472-4831,ESTUDIANTE
74476,91476-8876,NO_RELACIONADO
74477,78742-4491,NO_RELACIONADO
74478,94001-2938,NO_RELACIONADO
74479,46298-9737,PROFESOR
74480,61213-8395,PADRE
74481,30489-3420,PADRE
74482,27826-9849,PROFESOR
74483,59101-7488,NO_RELACIONADO
74484,32490-5396,PADRE
74485,33971-9126,VECINO
74486,13607-7364,EMPLEADO
74487,56672-7732,PADRE
74488,54731-3544,VECINO
74489,77220-8227,VECINO
74490,06992-5107,PADRE
74491,84867-8076,ESTUDIANTE
74492,11859-6044,VECINO
74493,14713-9527,PROFESOR
74494,26222-1975,PADRE
74495,85354-5746,ESTUDIANTE
74496,16805-8005,PADRE
74497,63459-6379,VECINO
74498,58497-9070,PADRE
74499,15272-7740,EMPLEADO
74500,16853-1780,PADRE
74501,38586-9930,NO_RELACIONADO
74502,02644-5178,PROFESOR
74503,97209-6491,EGRESADO
74504,08127-0435,PADRE
74505,62520-4208,ESTUDIANTE
74506,67098-8777,PADRE
74507,38897-1619,ESTUDIANTE
74508,50991-7236,PADRE
74509,79537-1210,PADRE
74510,32262-5222,ESTUDIANTE
74511,00053-5579,EMPLEADO
74512,71631-3615,EGRESADO
74513,15016-2771,EMPLEADO
74514,16929-7477,PADRE
74515,05872-6392,EGRESADO
74516,36906-0416,VECINO
74517,01600-1266,NO_RELACIONADO
74518,83549-2356,PROFESOR
74519,46761-5137,PADRE
74520,21312-4486,ESTUDIANTE
74521,59899-2684,PROFESOR
74522,46855-5088,NO_RELACIONADO
74523,91065-2598,EGRESADO
74524,97026-7237,ESTUDIANTE
74525,66294-4929,PADRE
74526,20449-4599,ESTUDIANTE
74527,27576-0884,NO_RELACIONADO
74528,93179-2844,PROFESOR
74529,29056-7186,NO_RELACIONADO
74530,00495-0700,EGRESADO
74531,88830-9441,ESTUDIANTE
74532,51935-0184,NO_RELACIONADO
74533,87308-3317,EGRESADO
74534,65935-9129,EMPLEADO
74535,51610-1181,EMPLEADO
74536,70029-4467,EGRESADO
74537,42761-5512,ESTUDIANTE
74538,11754-2763,EGRESADO
74539,43188-8411,PROFESOR
74540,22411-6486,NO_RELACIONADO
74541,56335-6340,EMPLEADO
74542,82452-8939,PROFESOR
74543,96960-5659,PROFESOR
74544,03993-4181,VECINO
74545,13202-9062,EGRESADO
74546,72162-0230,NO_RELACIONADO
74547,03807-7046,EMPLEADO
74548,30246-6506,PROFESOR
74549,83675-3673,PADRE
74550,30175-8973,ESTUDIANTE
74551,78042-2041,EMPLEADO
74552,92721-5044,PROFESOR
74553,31613-8309,ESTUDIANTE
74554,75949-3298,VECINO
74555,33826-0681,ESTUDIANTE
74556,74627-2930,EMPLEADO
74557,95961-1311,ESTUDIANTE
74558,19348-0526,PADRE
74559,29835-6496,EGRESADO
74560,61448-7127,PADRE
74561,71966-7482,ESTUDIANTE
74562,05567-0099,PROFESOR
74563,25761-7732,NO_RELACIONADO
74564,48827-7568,VECINO
74565,99255-1894,VECINO
74566,32704-5990,EMPLEADO
74567,83387-4862,EMPLEADO
74568,80509-5907,EMPLEADO
74569,51896-2497,ESTUDIANTE
74570,66495-6588,VECINO
74571,60529-5868,ESTUDIANTE
74572,83664-9502,ESTUDIANTE
74573,03996-5839,NO_RELACIONADO
74574,17338-1637,PADRE
74575,65216-3051,VECINO
74576,07945-5658,PROFESOR
74577,78389-3788,PROFESOR
74578,86794-8403,VECINO
74579,97948-6231,ESTUDIANTE
74580,63324-0917,NO_RELACIONADO
74581,62351-6218,NO_RELACIONADO
74582,71652-7719,NO_RELACIONADO
74583,46170-0199,VECINO
74584,73179-5830,EMPLEADO
74585,29696-0777,VECINO
74586,88366-4166,PROFESOR
74587,66162-8928,PADRE
74588,19189-2462,PADRE
74589,41836-6598,NO_RELACIONADO
74590,17081-7360,NO_RELACIONADO
74591,36734-2262,PROFESOR
74592,56068-0528,EGRESADO
74593,57515-1631,NO_RELACIONADO
74594,61564-4760,NO_RELACIONADO
74595,02768-9509,EGRESADO
74596,87225-9331,ESTUDIANTE
74597,81067-8437,ESTUDIANTE
74598,54882-6197,EGRESADO
74599,58650-4927,PROFESOR
74600,29103-1488,EMPLEADO
74601,18530-5953,EGRESADO
74602,04711-8151,PADRE
74603,73680-3990,EMPLEADO
74604,83033-2862,ESTUDIANTE
74605,18886-3077,NO_RELACIONADO
74606,73274-9498,EGRESADO
74607,86346-8447,VECINO
74608,08958-8172,PADRE
74609,28587-0416,VECINO
74610,88715-7733,ESTUDIANTE
74611,63742-4093,PROFESOR
74612,75155-8448,EMPLEADO
74613,99907-6262,EMPLEADO
74614,61556-8840,PADRE
74615,69335-2813,EMPLEADO
74616,41576-0362,NO_RELACIONADO
74617,78319-3750,VECINO
74618,88775-1096,NO_RELACIONADO
74619,73855-5552,EGRESADO
74620,45686-6847,PADRE
74621,77120-1976,VECINO
74622,87025-8095,PROFESOR
74623,74328-4229,PROFESOR
74624,63011-3438,PADRE
74625,01144-9719,EGRESADO
74626,05378-6642,PADRE
74627,25381-3417,NO_RELACIONADO
74628,71887-8416,EMPLEADO
74629,71795-8659,EGRESADO
74630,43405-6549,EGRESADO
74631,84938-8168,PROFESOR
74632,81317-5198,VECINO
74633,61475-2364,PROFESOR
74634,52273-1830,PROFESOR
74635,57518-9918,ESTUDIANTE
74636,38254-8183,ESTUDIANTE
74637,81854-7127,PADRE
74638,74137-0479,NO_RELACIONADO
74639,99463-9733,EGRESADO
74640,66185-2467,NO_RELACIONADO
74641,20013-3163,EMPLEADO
74642,30205-3625,PROFESOR
74643,10946-7367,EGRESADO
74644,58990-3931,NO_RELACIONADO
74645,87290-6564,PROFESOR
74646,12353-1330,EGRESADO
74647,05226-4154,NO_RELACIONADO
74648,03077-8140,EMPLEADO
74649,11417-4222,EMPLEADO
74650,93323-5971,VECINO
74651,31627-2880,EGRESADO
74652,82808-0895,PADRE
74653,29956-0472,PROFESOR
74654,95624-0918,EGRESADO
74655,52802-5368,PADRE
74656,86189-8296,ESTUDIANTE
74657,94804-3905,VECINO
74658,44301-6098,EMPLEADO
74659,17267-2521,NO_RELACIONADO
74660,21340-5940,NO_RELACIONADO
74661,36654-8612,PROFESOR
74662,73300-7012,EGRESADO
74663,48332-1681,VECINO
74664,60153-0138,PADRE
74665,41266-1377,NO_RELACIONADO
74666,31813-3854,EMPLEADO
74667,28381-2095,PROFESOR
74668,64866-0737,EGRESADO
74669,79827-1577,NO_RELACIONADO
74670,91776-8381,PADRE
74671,74230-9838,PROFESOR
74672,05498-2314,EGRESADO
74673,67876-1926,EGRESADO
74674,10767-0836,NO_RELACIONADO
74675,82020-4774,ESTUDIANTE
74676,92448-8528,PROFESOR
74677,81500-3796,EMPLEADO
74678,62650-6005,VECINO
74679,98765-0279,PADRE
74680,50864-5272,NO_RELACIONADO
74681,30561-3859,PROFESOR
74682,26100-0861,PADRE
74683,68998-2638,NO_RELACIONADO
74684,33179-0476,NO_RELACIONADO
74685,06306-3717,NO_RELACIONADO
74686,04961-9521,EGRESADO
74687,59720-6456,ESTUDIANTE
74688,98145-6820,EMPLEADO
74689,22860-7639,EGRESADO
74690,34670-0777,VECINO
74691,48034-3695,VECINO
74692,18559-5064,NO_RELACIONADO
74693,57456-6848,VECINO
74694,55155-3334,NO_RELACIONADO
74695,43849-7709,EGRESADO
74696,88541-7777,PROFESOR
74697,40912-9974,VECINO
74698,74426-9512,VECINO
74699,72005-4512,PROFESOR
74700,59594-9470,EGRESADO
74701,58351-6292,NO_RELACIONADO
74702,67970-7665,EGRESADO
74703,64229-0342,EMPLEADO
74704,30563-5924,EGRESADO
74705,49450-8760,PROFESOR
74706,34478-5588,NO_RELACIONADO
74707,43162-5927,PADRE
74708,46569-8694,EGRESADO
74709,01533-4915,PROFESOR
74710,41535-3372,ESTUDIANTE
74711,97878-8108,ESTUDIANTE
74712,65615-5623,PADRE
74713,63813-4413,NO_RELACIONADO
74714,14168-3467,PROFESOR
74715,75773-8443,NO_RELACIONADO
74716,04356-3968,NO_RELACIONADO
74717,85590-8536,EGRESADO
74718,13819-3364,PROFESOR
74719,50096-1681,VECINO
74720,44013-7627,PADRE
74721,61132-9912,EGRESADO
74722,54359-3178,NO_RELACIONADO
74723,70615-0065,ESTUDIANTE
74724,27042-9876,NO_RELACIONADO
74725,32864-4467,EMPLEADO
74726,81840-7017,VECINO
74727,27342-1122,PADRE
74728,25131-5143,PADRE
74729,92783-7395,ESTUDIANTE
74730,43246-3649,PROFESOR
74731,20467-2701,PROFESOR
74732,96093-2402,VECINO
74733,64860-7160,NO_RELACIONADO
74734,42178-1569,PADRE
74735,91245-4370,NO_RELACIONADO
74736,87938-9240,VECINO
74737,04802-8048,EGRESADO
74738,35153-6515,EGRESADO
74739,14501-3791,ESTUDIANTE
74740,12803-1521,EGRESADO
74741,70052-4417,EGRESADO
74742,73908-2734,VECINO
74743,19480-8941,NO_RELACIONADO
74744,76783-9749,EMPLEADO
74745,04877-1265,VECINO
74746,00537-2655,VECINO
74747,11976-8718,PROFESOR
74748,10237-9939,EMPLEADO
74749,05480-0779,EMPLEADO
74750,26027-3456,VECINO
74751,70313-1997,VECINO
74752,34602-4356,PROFESOR
74753,46300-6867,PROFESOR
74754,46351-3825,NO_RELACIONADO
74755,60924-4092,PADRE
74756,60602-9641,NO_RELACIONADO
74757,85563-4306,EMPLEADO
74758,28298-5592,VECINO
74759,25719-2641,PADRE
74760,03818-9920,PROFESOR
74761,33952-8110,PADRE
74762,31268-5769,ESTUDIANTE
74763,86017-4251,VECINO
74764,66238-7924,NO_RELACIONADO
74765,99367-5909,EMPLEADO
74766,64292-8575,ESTUDIANTE
74767,68011-0957,EGRESADO
74768,25125-8588,VECINO
74769,57472-9620,PROFESOR
74770,40823-5294,VECINO
74771,11868-7447,PADRE
74772,72088-2046,EMPLEADO
74773,69112-7653,EGRESADO
74774,65590-4953,NO_RELACIONADO
74775,30130-7206,EGRESADO
74776,05265-0102,ESTUDIANTE
74777,87249-4379,ESTUDIANTE
74778,62439-7406,EGRESADO
74779,73795-0617,ESTUDIANTE
74780,06470-8607,PADRE
74781,44496-7469,ESTUDIANTE
74782,60781-7639,PROFESOR
74783,57841-7332,NO_RELACIONADO
74784,74700-7942,EMPLEADO
74785,23784-5485,NO_RELACIONADO
74786,28596-3347,PROFESOR
74787,10974-4868,PROFESOR
74788,83616-2054,EMPLEADO
74789,57231-2846,ESTUDIANTE
74790,70027-0065,EGRESADO
74791,80170-6041,EMPLEADO
74792,94604-2274,VECINO
74793,70282-9599,NO_RELACIONADO
74794,52674-2978,PROFESOR
74795,52486-2127,NO_RELACIONADO
74796,14737-5578,EMPLEADO
74797,13230-7613,ESTUDIANTE
74798,12508-1209,ESTUDIANTE
74799,79782-0261,VECINO
74800,73485-2828,ESTUDIANTE
74801,88891-3609,NO_RELACIONADO
74802,14915-3641,EGRESADO
74803,05664-1318,PADRE
74804,15367-0571,ESTUDIANTE
74805,44897-0425,PADRE
74806,96168-6023,EMPLEADO
74807,88336-1654,PROFESOR
74808,09920-8812,EMPLEADO
74809,44133-8690,EGRESADO
74810,06317-9242,PADRE
74811,62940-6149,EGRESADO
74812,49885-7938,EGRESADO
74813,59815-5856,EGRESADO
74814,96416-7140,VECINO
74815,56505-5699,ESTUDIANTE
74816,58466-8904,PADRE
74817,07200-7802,VECINO
74818,51577-1319,EMPLEADO
74819,18058-0566,EMPLEADO
74820,29102-5704,VECINO
74821,83483-6214,VECINO
74822,32614-0547,VECINO
74823,32668-8215,EGRESADO
74824,98977-7033,PADRE
74825,38547-6280,NO_RELACIONADO
74826,92102-5866,EGRESADO
74827,75717-2079,NO_RELACIONADO
74828,51309-9087,EGRESADO
74829,24591-4268,PADRE
74830,43873-1140,ESTUDIANTE
74831,62401-1373,PROFESOR
74832,59751-7625,PADRE
74833,04698-7152,VECINO
74834,47703-0955,EGRESADO
74835,37455-3449,VECINO
74836,01205-0824,EMPLEADO
74837,12413-1882,PROFESOR
74838,79996-6421,ESTUDIANTE
74839,83687-9888,NO_RELACIONADO
74840,37107-1068,EMPLEADO
74841,91905-2044,EMPLEADO
74842,73078-5308,EGRESADO
74843,59081-8031,NO_RELACIONADO
74844,73372-2441,EGRESADO
74845,96613-2940,VECINO
74846,52138-6567,EMPLEADO
74847,96262-8224,EMPLEADO
74848,41279-0724,PROFESOR
74849,45641-2179,VECINO
74850,90733-0510,NO_RELACIONADO
74851,50168-9407,PROFESOR
74852,95975-1273,PROFESOR
74853,29072-7137,PADRE
74854,60490-7928,PROFESOR
74855,15094-3334,PADRE
74856,96129-8363,EMPLEADO
74857,54735-8450,EGRESADO
74858,36543-9445,NO_RELACIONADO
74859,78378-3028,VECINO
74860,80020-8298,VECINO
74861,41436-7718,NO_RELACIONADO
74862,61112-3068,PROFESOR
74863,26388-1955,NO_RELACIONADO
74864,31656-7293,EMPLEADO
74865,30333-4171,EGRESADO
74866,11084-4159,PROFESOR
74867,31586-9872,PROFESOR
74868,29364-3536,EMPLEADO
74869,42604-9475,ESTUDIANTE
74870,56531-7146,EGRESADO
74871,05311-5669,EMPLEADO
74872,98944-1729,ESTUDIANTE
74873,38975-1633,ESTUDIANTE
74874,59454-1513,EGRESADO
74875,79951-9086,EGRESADO
74876,38093-1259,EMPLEADO
74877,09588-7199,PROFESOR
74878,66356-8914,EGRESADO
74879,95041-5965,PADRE
74880,74093-4896,PROFESOR
74881,81645-1291,NO_RELACIONADO
74882,82384-5843,EGRESADO
74883,93799-2768,PROFESOR
74884,17401-9326,ESTUDIANTE
74885,44908-2199,NO_RELACIONADO
74886,98410-4126,PROFESOR
74887,69027-7988,ESTUDIANTE
74888,68498-9624,NO_RELACIONADO
74889,57026-1470,EMPLEADO
74890,38791-4949,NO_RELACIONADO
74891,32381-3132,NO_RELACIONADO
74892,42533-1257,PADRE
74893,80744-6497,NO_RELACIONADO
74894,56962-9172,PADRE
74895,17057-1391,VECINO
74896,30392-4479,EMPLEADO
74897,16212-5992,ESTUDIANTE
74898,89924-7000,PROFESOR
74899,00119-8275,VECINO
74900,93579-0557,EGRESADO
74901,68065-7110,EGRESADO
74902,17650-5401,PROFESOR
74903,77991-1187,NO_RELACIONADO
74904,54380-3477,NO_RELACIONADO
74905,27663-9976,EGRESADO
74906,01940-2976,NO_RELACIONADO
74907,67985-3056,EGRESADO
74908,44510-6588,NO_RELACIONADO
74909,19727-8390,VECINO
74910,55331-1966,EGRESADO
74911,03101-8634,PROFESOR
74912,59688-5937,PROFESOR
74913,89443-6073,PROFESOR
74914,85738-1671,VECINO
74915,48919-8401,NO_RELACIONADO
74916,58941-4341,PADRE
74917,92150-2526,EMPLEADO
74918,81620-2280,EMPLEADO
74919,23901-1174,ESTUDIANTE
74920,66857-0531,ESTUDIANTE
74921,76509-0039,EMPLEADO
74922,22682-7611,EMPLEADO
74923,29976-4759,NO_RELACIONADO
74924,31708-3674,PROFESOR
74925,07242-5737,EGRESADO
74926,07644-3528,ESTUDIANTE
74927,09526-2155,NO_RELACIONADO
74928,04986-4706,EMPLEADO
74929,51728-0488,PADRE
74930,86676-5699,PROFESOR
74931,90400-6157,PROFESOR
74932,56090-3026,PROFESOR
74933,93558-1942,ESTUDIANTE
74934,79210-5837,PROFESOR
74935,19991-3222,PROFESOR
74936,80399-3261,EGRESADO
74937,11559-2496,NO_RELACIONADO
74938,64664-2526,NO_RELACIONADO
74939,54086-0472,EGRESADO
74940,18696-6973,PADRE
74941,66078-8110,ESTUDIANTE
74942,15226-8650,NO_RELACIONADO
74943,76260-5346,PADRE
74944,74000-2667,EMPLEADO
74945,84322-1401,EGRESADO
74946,21896-6124,PROFESOR
74947,71401-9943,PADRE
74948,52578-3897,EMPLEADO
74949,39949-4535,ESTUDIANTE
74950,26410-0946,ESTUDIANTE
74951,41744-6315,ESTUDIANTE
74952,56335-2025,NO_RELACIONADO
74953,39366-5851,EGRESADO
74954,96815-8394,ESTUDIANTE
74955,24842-1451,ESTUDIANTE
74956,38604-9323,NO_RELACIONADO
74957,88087-8100,PADRE
74958,22101-6788,VECINO
74959,24549-8576,NO_RELACIONADO
74960,62724-2958,VECINO
74961,13723-3944,EGRESADO
74962,85536-2682,NO_RELACIONADO
74963,70802-1398,PADRE
74964,21186-1957,PADRE
74965,16989-6038,PADRE
74966,45787-4791,VECINO
74967,37843-6228,PADRE
74968,91926-8119,VECINO
74969,07012-9805,PADRE
74970,39779-4749,EMPLEADO
74971,93270-6080,EMPLEADO
74972,70169-0050,PADRE
74973,82121-4276,EGRESADO
74974,98769-9876,NO_RELACIONADO
74975,84455-8195,NO_RELACIONADO
74976,02569-8441,ESTUDIANTE
74977,00121-6642,PADRE
74978,82613-1158,ESTUDIANTE
74979,64099-0881,EGRESADO
74980,33949-3299,EMPLEADO
74981,10222-5899,EGRESADO
74982,02909-0723,ESTUDIANTE
74983,28383-4347,EMPLEADO
74984,83741-1351,PROFESOR
74985,44653-4733,PADRE
74986,48157-1084,EGRESADO
74987,54248-1423,VECINO
74988,69668-9664,ESTUDIANTE
74989,32086-0195,EGRESADO
74990,42985-2226,PROFESOR
74991,96345-7110,EMPLEADO
74992,05220-0173,PROFESOR
74993,25107-9923,ESTUDIANTE
74994,47837-7513,PADRE
74995,15148-7838,EGRESADO
74996,15426-3007,EMPLEADO
74997,59771-1717,VECINO
74998,24450-7295,EGRESADO
74999,34257-0129,ESTUDIANTE
75000,66468-1321,EMPLEADO
75001,62670-1939,ESTUDIANTE
75002,48295-9689,PROFESOR
75003,64646-0162,VECINO
75004,23047-4737,EMPLEADO
75005,89959-4118,PROFESOR
75006,51781-8027,VECINO
75007,10570-3658,EMPLEADO
75008,86219-7712,VECINO
75009,44350-6774,EMPLEADO
75010,44171-1997,ESTUDIANTE
75011,47436-7942,PROFESOR
75012,67159-0285,EMPLEADO
75013,13169-5722,EMPLEADO
75014,41238-4068,EGRESADO
75015,29747-4156,PADRE
75016,60953-0442,EMPLEADO
75017,36193-0398,ESTUDIANTE
75018,92303-7443,EGRESADO
75019,55787-1544,NO_RELACIONADO
75020,02774-3392,PROFESOR
75021,87614-6201,EMPLEADO
75022,37897-8755,VECINO
75023,40449-6436,EMPLEADO
75024,30874-7851,VECINO
75025,51043-9034,NO_RELACIONADO
75026,26585-7776,EGRESADO
75027,36944-7687,EGRESADO
75028,27830-1140,ESTUDIANTE
75029,26717-7054,EGRESADO
75030,78708-3933,EMPLEADO
75031,48364-3093,PADRE
75032,21220-3279,PROFESOR
75033,42989-5992,VECINO
75034,96360-8268,VECINO
75035,12377-5656,EGRESADO
75036,54856-1937,NO_RELACIONADO
75037,85826-6999,EMPLEADO
75038,40529-5795,VECINO
75039,20701-8586,PADRE
75040,92892-3986,PROFESOR
75041,17538-4693,ESTUDIANTE
75042,03692-4952,NO_RELACIONADO
75043,66505-1576,NO_RELACIONADO
75044,97332-9387,VECINO
75045,93033-9057,EGRESADO
75046,52122-5184,PROFESOR
75047,69636-2533,ESTUDIANTE
75048,52109-7300,ESTUDIANTE
75049,39054-3549,PROFESOR
75050,19552-8729,PADRE
75051,20931-5124,PADRE
75052,74041-0729,PADRE
75053,31457-5150,EGRESADO
75054,35874-2578,PADRE
75055,77085-1365,NO_RELACIONADO
75056,76571-6187,ESTUDIANTE
75057,82568-7267,EGRESADO
75058,14843-4302,PADRE
75059,79446-3189,NO_RELACIONADO
75060,56130-2861,NO_RELACIONADO
75061,37386-7372,EGRESADO
75062,07710-0407,NO_RELACIONADO
75063,55494-5240,ESTUDIANTE
75064,50143-7556,VECINO
75065,18317-4686,ESTUDIANTE
75066,71834-7464,EGRESADO
75067,17766-3679,PROFESOR
75068,52282-4126,ESTUDIANTE
75069,80232-4903,EGRESADO
75070,62811-5712,EGRESADO
75071,34014-1990,PROFESOR
75072,04615-6130,NO_RELACIONADO
75073,14002-3015,PADRE
75074,23830-6058,EMPLEADO
75075,16717-0109,VECINO
75076,50057-9485,NO_RELACIONADO
75077,65576-5738,ESTUDIANTE
75078,93840-9963,EMPLEADO
75079,53316-5063,ESTUDIANTE
75080,01041-4044,PROFESOR
75081,66804-3906,NO_RELACIONADO
75082,81086-3059,EGRESADO
75083,06651-9572,EMPLEADO
75084,48560-6799,VECINO
75085,70248-3495,NO_RELACIONADO
75086,51452-0488,PROFESOR
75087,03699-2230,NO_RELACIONADO
75088,98117-3419,ESTUDIANTE
75089,61401-4733,ESTUDIANTE
75090,04931-7504,ESTUDIANTE
75091,33646-1830,PADRE
75092,53771-5466,EGRESADO
75093,04146-6370,EMPLEADO
75094,03398-6233,PADRE
75095,39939-6070,NO_RELACIONADO
75096,15586-4523,PROFESOR
75097,99756-3328,EGRESADO
75098,95443-9802,PADRE
75099,25837-9336,VECINO
75100,28295-1326,EMPLEADO
75101,20057-3485,ESTUDIANTE
75102,63365-8002,ESTUDIANTE
75103,62493-6966,PADRE
75104,78928-7906,EGRESADO
75105,44463-3285,EMPLEADO
75106,65093-4428,PADRE
75107,29983-1388,PROFESOR
75108,55937-3023,VECINO
75109,31752-1621,EGRESADO
75110,34491-1994,PROFESOR
75111,83372-9735,ESTUDIANTE
75112,54887-3556,PROFESOR
75113,87445-4655,PADRE
75114,76530-8758,VECINO
75115,50179-7286,NO_RELACIONADO
75116,19621-9606,PROFESOR
75117,92000-9344,ESTUDIANTE
75118,69713-5740,NO_RELACIONADO
75119,14616-0849,PROFESOR
75120,26305-8812,ESTUDIANTE
75121,81384-3667,VECINO
75122,11176-3757,EMPLEADO
75123,22350-8511,PROFESOR
75124,58526-5138,ESTUDIANTE
75125,48762-9138,EMPLEADO
75126,14404-2882,PADRE
75127,15700-6415,VECINO
75128,12962-8998,ESTUDIANTE
75129,05073-0408,PROFESOR
75130,75803-7473,EGRESADO
75131,21961-5456,EGRESADO
75132,73070-0722,EGRESADO
75133,25665-6690,ESTUDIANTE
75134,37714-1874,EGRESADO
75135,47421-7531,EGRESADO
75136,28717-7664,NO_RELACIONADO
75137,94953-9992,PADRE
75138,99528-1431,VECINO
75139,23415-8017,VECINO
75140,67387-6161,NO_RELACIONADO
75141,30253-1585,PADRE
75142,99824-3560,EMPLEADO
75143,63767-8413,PADRE
75144,89052-8671,PADRE
75145,15500-6493,EGRESADO
75146,99211-7635,EMPLEADO
75147,56353-5153,PROFESOR
75148,56735-3689,EMPLEADO
75149,41792-8317,EMPLEADO
75150,87374-3866,ESTUDIANTE
75151,80295-9164,VECINO
75152,19113-0484,PADRE
75153,02352-7363,ESTUDIANTE
75154,12792-0920,ESTUDIANTE
75155,98979-5543,NO_RELACIONADO
75156,24500-6866,VECINO
75157,89410-3217,VECINO
75158,03924-6546,EMPLEADO
75159,45423-2774,PROFESOR
75160,85400-2734,VECINO
75161,40241-6473,VECINO
75162,98496-6794,NO_RELACIONADO
75163,34601-8361,PROFESOR
75164,07468-1430,VECINO
75165,89339-6738,VECINO
75166,04159-2539,EMPLEADO
75167,67648-4142,NO_RELACIONADO
75168,59377-4103,VECINO
75169,21869-4831,EGRESADO
75170,10650-1081,EGRESADO
75171,30427-5946,ESTUDIANTE
75172,29639-7942,PADRE
75173,18569-4482,ESTUDIANTE
75174,49104-3003,ESTUDIANTE
75175,03552-1568,ESTUDIANTE
75176,52160-7932,ESTUDIANTE
75177,34605-1844,ESTUDIANTE
75178,64855-9725,PROFESOR
75179,54051-6339,EMPLEADO
75180,09048-5968,EGRESADO
75181,14004-1489,PADRE
75182,57852-3062,PROFESOR
75183,56674-4426,PADRE
75184,66400-0058,PADRE
75185,76909-5679,EGRESADO
75186,25946-1024,PROFESOR
75187,95047-6931,NO_RELACIONADO
75188,64570-4923,EMPLEADO
75189,70836-9417,PROFESOR
75190,71563-3662,PROFESOR
75191,27682-8257,PADRE
75192,22431-2636,PADRE
75193,74888-5691,PADRE
75194,72674-6781,ESTUDIANTE
75195,31689-5241,PROFESOR
75196,71968-3104,NO_RELACIONADO
75197,21641-5373,PROFESOR
75198,57713-3386,ESTUDIANTE
75199,63321-3764,EGRESADO
75200,28659-2902,NO_RELACIONADO
75201,68709-2899,EGRESADO
75202,90974-7118,PADRE
75203,63303-4864,ESTUDIANTE
75204,14036-8792,ESTUDIANTE
75205,81852-1408,ESTUDIANTE
75206,69577-4167,EGRESADO
75207,05890-7542,PROFESOR
75208,60701-4459,VECINO
75209,08432-2928,EGRESADO
75210,33892-0078,VECINO
75211,13381-6544,EMPLEADO
75212,69899-1417,PADRE
75213,22867-0556,EMPLEADO
75214,06270-9055,NO_RELACIONADO
75215,83945-9713,PROFESOR
75216,45096-8619,ESTUDIANTE
75217,26220-5534,ESTUDIANTE
75218,98752-0665,NO_RELACIONADO
75219,91719-3218,VECINO
75220,09450-2506,PADRE
75221,97837-9124,EGRESADO
75222,65762-6676,VECINO
75223,35074-2179,EMPLEADO
75224,01101-3254,PADRE
75225,31161-0203,VECINO
75226,32496-9315,VECINO
75227,03730-0746,PROFESOR
75228,06702-6326,PROFESOR
75229,95646-7071,PROFESOR
75230,83709-0694,EMPLEADO
75231,98277-6379,PROFESOR
75232,43636-9634,EGRESADO
75233,86805-9200,PADRE
75234,87349-9140,PROFESOR
75235,13111-1199,PROFESOR
75236,21726-4762,EMPLEADO
75237,05373-8977,PADRE
75238,11710-8283,EMPLEADO
75239,37620-9502,NO_RELACIONADO
75240,98720-3389,PADRE
75241,17868-0742,PADRE
75242,06211-2178,PROFESOR
75243,19547-1376,EMPLEADO
75244,64396-5618,VECINO
75245,15670-4668,PADRE
75246,98836-5319,VECINO
75247,51169-4808,EGRESADO
75248,03800-6291,EGRESADO
75249,83542-7399,EGRESADO
75250,61265-0879,PADRE
75251,05374-1118,EMPLEADO
75252,00568-2037,VECINO
75253,60779-4219,EGRESADO
75254,92140-2996,EMPLEADO
75255,85388-6218,ESTUDIANTE
75256,43953-6549,EMPLEADO
75257,85830-4440,PROFESOR
75258,97503-8813,EGRESADO
75259,91479-0066,PADRE
75260,55403-1357,NO_RELACIONADO
75261,32054-6672,PADRE
75262,39779-7237,PROFESOR
75263,41019-0415,PROFESOR
75264,60739-8634,PADRE
75265,75638-5241,EGRESADO
75266,51355-8653,EMPLEADO
75267,03129-3102,EMPLEADO
75268,23367-0089,NO_RELACIONADO
75269,15834-2286,ESTUDIANTE
75270,03275-7996,PADRE
75271,86404-9262,NO_RELACIONADO
75272,17123-5555,EMPLEADO
75273,66209-5632,EGRESADO
75274,08589-3973,PROFESOR
75275,81432-2347,EGRESADO
75276,85928-5204,PROFESOR
75277,55913-2698,EMPLEADO
75278,15132-8871,ESTUDIANTE
75279,45080-0331,EMPLEADO
75280,38870-1714,EMPLEADO
75281,60700-8016,NO_RELACIONADO
75282,11710-1450,VECINO
75283,25960-5900,VECINO
75284,36175-4145,VECINO
75285,75860-2983,EGRESADO
75286,99360-1817,EMPLEADO
75287,81228-8778,ESTUDIANTE
75288,43445-6270,PROFESOR
75289,92197-6451,PROFESOR
75290,94013-7386,NO_RELACIONADO
75291,31381-0161,ESTUDIANTE
75292,36754-9998,EGRESADO
75293,23791-7354,EGRESADO
75294,83041-2805,EMPLEADO
75295,11875-0374,PROFESOR
75296,26044-5817,VECINO
75297,14549-1528,ESTUDIANTE
75298,08784-8821,EMPLEADO
75299,13480-2510,PROFESOR
75300,64497-1731,ESTUDIANTE
75301,31619-0689,EGRESADO
75302,15158-1773,PROFESOR
